track_id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,isrc
4WFgvKVfEhb3IUAFGrutTR,0.296,0.779,0.731,0.0,0,0.128,-6.176,1,0.0306,114.001,0.814,USAT22401137
7tFI5cqfAoR7MIvmbw1qd8,0.25,0.832,0.674,0.0627,8,0.481,-6.381,1,0.0419,118.029,0.837,QM4TW2525818
221eHga9f9Ne4f8D7WVgPT,0.19,0.671,0.697,0.0,11,0.393,-3.851,1,0.116,119.867,0.848,USWB12500844
55hTqqpz8k2TNRLhHKbbDx,0.197,0.661,0.748,0.0,7,0.363,-4.548,1,0.0661,145.908,0.61,USUM72503465
5UW4tA4j23YL6kDfRw3rWT,0.00876,0.742,0.588,0.455,0,0.201,-5.358,1,0.0282,127.962,0.477,GBCEL2400962
7rcbwjIaZ5jEgyFk35Bqfj,0.715,0.802,0.384,0.000686,8,0.108,-8.906,1,0.054,110.153,0.483,USUG12504304
4ULCzw8NZHsSZamatfq8IH,0.0428,0.546,0.944,0.108,7,0.381,-4.848,1,0.0436,121.023,0.751,UK95T2200011
0DmkBOGgEWMbUJlL6VwwF2,0.0994,0.612,0.675,0.0,9,0.217,-6.518,0,0.0231,97.04,0.763,USRC12202286
758wEKVqfYopJIHYWdLVd4,0.012,0.494,0.862,0.213,4,0.228,-9.158,0,0.0273,112.596,0.59,GBAHJ0900001
0dpyzcT3RMNNSd2xKBf35I,0.0102,0.653,0.877,1.04e-05,2,0.32,-5.82,0,0.0275,109.985,0.62,USJ5G2022502
7edPcqtaDkl0X47fNcXuUS,0.00129,0.521,0.706,0.351,7,0.23,-8.726,1,0.0337,120.956,0.28,UKJ7P2000037
6GGtHZgBycCgGBUhZo81xe,0.678,0.485,0.348,0.167,6,0.118,-11.576,0,0.0257,99.898,0.145,GBUM72304301
7j3nbSiaWphYU2cFgyQXd9,0.0606,0.667,0.783,1.17e-06,0,0.0418,-5.885,1,0.0361,117.145,0.564,USCA21202535
5TxRUOsGeWeRl3xOML59Ai,0.128,0.216,0.497,2.39e-06,10,0.111,-8.025,1,0.0371,187.308,0.313,USQX91901168
04QTBqa3IA4ZAKEuqRPzEH,0.0709,0.443,0.576,0.0197,1,0.41,-8.695,0,0.201,151.835,0.127,USQX91300227
0lizgQ7Qw35od7CYaoMBZb,0.0489,0.525,0.621,0.0,7,0.291,-7.364,1,0.117,191.868,0.592,USUM71417401
4RvWPyQ5RL0ao9LPZeSouE,0.347,0.645,0.795,0.00389,7,0.104,-12.095,1,0.0527,112.067,0.535,GBF088590110
5xoUgPXbMNUmoHU0Enwtwq,0.239,0.403,0.803,0.0,7,0.103,-5.363,1,0.0626,153.314,0.814,GBAAA0500835
3wCJGNuWIoeKHsrZdAybiO,0.000852,0.673,0.791,0.000234,1,0.119,-4.646,0,0.0516,147.107,0.365,DED622500014
25jgQBxuUkGDdCG1WGKKN9,0.13,0.765,0.877,0.0,6,0.352,-4.897,1,0.0844,117.997,0.608,USUM72504449
0AxZUYeQ9bZwSdt1LmZuok,6.97e-05,0.202,0.804,0.00775,7,0.081,-5.465,1,0.0383,179.911,0.418,GBAFL9000039
0Q9kIg9o8w1XKepXWmDUmT,0.0299,0.596,0.625,7.33e-06,9,0.239,-8.783,0,0.0962,148.005,0.28,USSM12501567
0TFTAtCYhp2tQ9KcJIZb55,0.137,0.642,0.887,0.0,0,0.0829,-3.883,1,0.0406,115.999,0.888,USWB12500737
2CqK5vwJHSe0ZHXryUAElT,0.319,0.642,0.808,0.00125,5,0.126,-6.553,1,0.0458,132.007,0.495,GB5KW2501371
73vfMXcXa6iY1E3lpf2fZO,0.363,0.436,0.609,0.000287,7,0.192,-6.604,1,0.0358,150.877,0.161,GB5KW2501372
2T8yuUKl1nhmtaIocqWo4i,0.294,0.423,0.442,0.0,9,0.217,-6.297,0,0.0441,124.854,0.221,USSM12504034
2igNvPf7RLTZG688Mx8GtU,0.209,0.648,0.774,7.71e-05,11,0.35,-7.13,0,0.242,93.222,0.436,USUG12504106
5l4Gq3UC0dHKSExIf5xD9N,0.165,0.74,0.681,0.202,8,0.282,-7.569,1,0.0433,129.988,0.315,QMDA72543806
45Z3m6yazmAi4jZuW0tzW0,0.108,0.677,0.715,0.0709,2,0.108,-10.07,1,0.0546,127.978,0.178,USSM12600096
0Hnm7mnmqOLCIgvbMpM4Ev,0.176,0.819,0.635,0.0,6,0.166,-6.89,1,0.0509,122.694,0.607,USUM72213188
40LGKU0kbnbx4NXEMhTTXT,0.124,0.397,0.772,0.0,2,0.107,-5.512,0,0.0453,152.376,0.615,GBAAA0800079
5TTGoX70AFrTvuEtqHK37S,0.33,0.505,0.698,0.0887,0,0.0966,-5.563,1,0.0297,115.013,0.599,GBCEL1300367
5UJbgR4XF4y1DvbkxEqe8S,0.0505,0.861,0.815,0.00139,11,0.1,-3.672,0,0.0349,106.978,0.886,USRC12403580
4GKJALTXTwhZgLPp0usd5C,0.000611,0.491,0.676,1.24e-05,0,0.0908,-7.477,1,0.0327,121.205,0.381,USBQU2100090
5XhMgAWzou6EjDmQtoyoZE,0.0897,0.632,0.772,0.0,4,0.0679,-7.206,0,0.0319,114.037,0.374,USBQU2100093
2SsY5k7UWFqgye3PUMG3Oq,0.426,0.31,0.608,0.0,10,0.186,-6.225,1,0.0328,166.337,0.503,USUG12506170
57Xjny5yNzAcsxnusKmAfA,0.000603,0.489,0.649,0.713,9,0.101,-5.11,1,0.0336,158.009,0.77,USRC10301519
7DzzfrIaYnIvzkI898X79J,0.169,0.621,0.829,0.495,7,0.32,-5.466,1,0.025,105.072,0.235,GBUM71105435
2aPTvyE09vUCRwVvj0I8WK,0.181,0.721,0.707,3.68e-06,6,0.143,-6.364,1,0.0595,125.005,0.743,USRC11803252
3CPekxLofiPyJFmEgGAgqC,0.0551,0.445,0.805,0.105,1,0.0821,-8.434,1,0.0929,119.988,0.0921,GBK3W1901076
7yNf9YjeO5JXUE3JEBgnYc,0.114,0.762,0.604,0.0,7,0.0271,-5.296,0,0.11,168.007,0.847,USQX91802457
1xfFPJdRjgDAaMcDgbXwyh,0.147,0.776,0.388,0.0,0,0.394,-9.143,1,0.282,75.01,0.294,USUYG1144807
3xkHsmpQCBMytMJNiDf3Ii,0.151,0.472,0.471,0.0,10,0.14,-5.692,1,0.0603,105.029,0.219,USWB12307016
2PIcAQiSOayFwJrfWc72Qc,0.00377,0.583,0.921,0.462,4,0.226,-8.383,1,0.0697,125.98,0.222,GBK3W1000336
7rWpSbLgcaWXsvS4o9wJXD,4.99e-05,0.387,0.919,0.578,4,0.293,-6.585,0,0.0454,149.993,0.483,GBCEL1200129
7F1xUyDoz9vSbwSaCryT5x,0.00438,0.761,0.854,0.00615,11,0.315,-3.405,0,0.0521,101.968,0.856,USA2P2401578
54wX7jxwKL2TQS9itIIMyJ,0.000329,0.603,0.728,0.00255,7,0.0944,-5.366,0,0.0302,110.936,0.288,GBUM72309267
3udJxehBCZ27wRO9gSum4B,0.00738,0.58,0.434,0.000129,8,0.105,-10.708,1,0.0479,139.082,0.536,GBUM71904158
5a8z2vyIDKMh5qcRG6w9wu,0.00807,0.97,0.707,0.0,1,0.314,-5.497,1,0.259,124.974,0.408,QZTB22388736
2vy48b6ad55AzooT8Mg2nY,0.0159,0.463,0.704,0.0109,0,0.118,-5.264,1,0.0434,117.059,0.198,GBK3W2001633
2BwO5K8Q7EPAJSGze3AAh9,0.0987,0.73,0.686,0.0,7,0.317,-5.107,1,0.0615,123.014,0.839,USUM72504354
2fwz9mBaELJCzXuEEEe35Y,0.128,0.608,0.708,8.65e-05,6,0.821,-5.682,1,0.244,75.048,0.798,USAT22000414
6GyFP1nfCDB8lbD2bG0Hq9,0.0182,0.507,0.729,1.4e-06,11,0.0658,-5.399,0,0.0393,105.013,0.272,GB55H1100002
7gKxCvTDWwV9wBhdeBbr3l,0.406,0.761,0.737,0.00166,0,0.364,-6.869,1,0.049,131.998,0.738,GBUM72502230
33nOHyNeOKwwjKMrF9VN4V,0.0765,0.744,0.952,0.79,11,0.161,-5.49,0,0.0719,145.061,0.562,QMBZ92546828
3oTuTpF1F3A7rEC6RKsMRz,0.236,0.796,0.741,0.0619,1,0.103,-6.815,1,0.0789,107.0,0.249,GBUM72506029
5IMpnpD0tQVcqWlVIgtAtV,0.735,0.615,0.327,3.09e-05,6,0.112,-8.13,0,0.0332,143.198,0.382,USAT22600011
7ogpGbKc4Io6NCU6ydxXwZ,0.139,0.77,0.778,0.0,10,0.307,-5.546,0,0.046,107.97,0.762,USAT22600670
6f68Ac5tt5BQOpwr0BV9oN,0.0536,0.786,0.713,0.0,5,0.133,-6.193,1,0.0326,102.997,0.879,USAT22509144
16nInJWX6Qe7QXYkMN3sJr,0.677,0.807,0.61,4.54e-05,7,0.133,-9.933,0,0.356,163.993,0.331,SE5751860722
0kj8iOWDgQqiRbDWQSJsWb,0.116,0.808,0.448,5.33e-06,10,0.148,-6.192,0,0.0866,124.011,0.602,USRC11903651
5DrkhJaGka08ZK6QyuMK0W,0.000288,0.255,0.946,0.000565,9,0.196,-4.876,1,0.152,155.967,0.223,USBQU1800062
2RkZ5LkEzeHGRsmDqKwmaJ,0.704,0.368,0.694,6.59e-06,2,0.055,-6.141,1,0.06,168.115,0.391,USAT22500463
2QUlMbvD9bL8wHqfsoqoet,0.0537,0.661,0.73,3.44e-05,6,0.14,-6.779,0,0.0574,95.027,0.53,GBCEL1300397
3sK8wGT43QFpWrvNQsrQya,0.177,0.625,0.131,0.218,7,0.0807,-27.405,0,0.0717,136.02,0.032,QMFMF2447070
6r4aDudAgH1fdtmNNNXR3N,0.0805,0.6,0.468,0.762,7,0.103,-9.135,0,0.0309,131.971,0.0811,QZQAY2495088
09ttHg3ZNVgDlYBZa1ZBw0,0.0656,0.511,0.862,1.86e-06,10,0.0939,-5.677,1,0.0659,98.021,0.361,GBBKS2400079
2Ud3deeqLAG988pfW0Kwcl,0.148,0.701,0.788,0.625,2,0.0977,-5.611,1,0.0425,142.584,0.795,US4GE0600018
4oXg7xT4ksBxHTx8PcmSXw,0.0477,0.598,0.854,0.338,1,0.0934,-7.584,1,0.0422,94.458,0.844,GBSTK0700001
4wajJ1o7jWIg62YqpkHC7S,0.772,0.531,0.61,0.756,11,0.0908,-8.025,0,0.0387,152.958,0.199,GBSTK0700004
260Ub1Yuj4CobdISTOBvM9,0.000927,0.721,0.701,0.026,2,0.234,-5.941,1,0.0306,130.091,0.892,GBCEL2100487
5crY7axm3GejOxy5PsnnPk,0.0219,0.576,0.796,0.000151,2,0.11,-5.1,1,0.0375,101.093,0.589,GBUM72301930
6INLpBxo9F5QMer04VXEnd,0.00142,0.43,0.625,0.66,0,0.125,-6.201,1,0.0295,111.88,0.164,FRS639700560
2LMloFiV7DHpBhITOaBSam,0.000413,0.406,0.682,0.849,7,0.0999,-6.281,1,0.0584,82.495,0.623,USRC10100768
4Hff1IjRbLGeLgFgxvHflk,0.0229,0.76,0.891,0.0869,11,0.298,-5.852,0,0.0372,120.264,0.966,GBAYE0500178
0LtOwyZoSNZKJWHqjzADpW,0.0277,0.303,0.9,0.635,2,0.11,-2.352,0,0.0574,149.508,0.491,AUUM71200493
0je57Uq5eTk1wrPzn9sWbl,0.231,0.696,0.665,0.0,5,0.33,-4.559,1,0.13,89.136,0.573,USUM72504446
3y1EzRl5UEQxxd1f6Bv2aN,0.189,0.646,0.759,0.0977,10,0.103,-4.34,1,0.0314,91.999,0.423,USBS51300075
